request_id,event_id,event_date,settlement_date,amount,direction,status,cash_treatment,included_in_forecast,reason
request_01,event_39,2023-10-20,2023-10-20,644.3,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_65,2023-10-21,2023-10-21,351.49,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_88,2023-10-22,2023-10-22,1027.06,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_40,2023-10-27,2023-10-27,663.27,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_66,2023-10-28,2023-10-28,553.74,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_07,2023-11-02,2023-11-02,5148,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_41,2023-11-03,2023-11-03,1030.1,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_67,2023-11-04,2023-11-04,421.89,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_89,2023-11-05,2023-11-05,1070.17,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_08,2023-11-06,2023-11-06,1483.81,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_09,2023-11-08,2023-11-08,1821.6,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_42,2023-11-10,2023-11-10,672.37,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_10,2023-11-11,2023-11-11,3487,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_11,2023-11-11,2023-11-11,235.4,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_68,2023-11-11,2023-11-11,347.86,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_12,2023-11-13,2023-11-13,306.9,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_43,2023-11-17,2023-11-17,803.55,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_69,2023-11-18,2023-11-18,518.04,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_90,2023-11-19,2023-11-19,956.7,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_44,2023-11-24,2023-11-24,644.43,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_70,2023-11-25,2023-11-25,444.56,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_45,2023-12-01,2023-12-01,882.48,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_13,2023-12-02,2023-12-02,5148,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_71,2023-12-02,2023-12-02,323.58,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_91,2023-12-03,2023-12-03,1160.42,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_14,2023-12-06,2023-12-06,1541.75,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_15,2023-12-08,2023-12-08,1821.6,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_46,2023-12-08,2023-12-08,602.87,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_72,2023-12-09,2023-12-09,478.16,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_16,2023-12-11,2023-12-11,3487,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_17,2023-12-11,2023-12-11,235.4,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_18,2023-12-13,2023-12-13,306.9,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_47,2023-12-15,2023-12-15,765.64,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_73,2023-12-16,2023-12-16,534.56,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_92,2023-12-17,2023-12-17,972.88,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_48,2023-12-22,2023-12-22,651.12,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_74,2023-12-23,2023-12-23,411.07,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_49,2023-12-29,2023-12-29,899.04,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_75,2023-12-30,2023-12-30,374.6,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_93,2023-12-31,2023-12-31,914.64,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_19,2024-01-02,2024-01-02,5148,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_50,2024-01-05,2024-01-05,961.46,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_20,2024-01-06,2024-01-06,1651.81,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_76,2024-01-06,2024-01-06,358.85,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_21,2024-01-08,2024-01-08,1821.6,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_22,2024-01-11,2024-01-11,3487,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_23,2024-01-11,2024-01-11,235.4,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_51,2024-01-12,2024-01-12,875.35,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_24,2024-01-13,2024-01-13,306.9,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_77,2024-01-13,2024-01-13,434.69,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_94,2024-01-14,2024-01-14,1017.11,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_52,2024-01-19,2024-01-19,756.39,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_78,2024-01-20,2024-01-20,375.73,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_53,2024-01-26,2024-01-26,624.94,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_98,2024-01-25,2024-01-26,583,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_79,2024-01-27,2024-01-27,560.21,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_95,2024-01-28,2024-01-28,1222.49,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_99,2024-01-28,2024-01-29,583,credit,settled,settled_cash,no,outside request 90-day window
request_01,event_26,2024-02-02,2024-02-02,5148,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_54,2024-02-02,2024-02-02,719.51,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_80,2024-02-03,2024-02-03,406.54,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_27,2024-02-06,2024-02-06,1386.17,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_28,2024-02-08,2024-02-08,1821.6,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_55,2024-02-09,2024-02-09,755.11,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_81,2024-02-10,2024-02-10,488.36,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_29,2024-02-11,2024-02-11,3487,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_30,2024-02-11,2024-02-11,235.4,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_96,2024-02-11,2024-02-11,1016.12,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_31,2024-02-13,2024-02-13,306.9,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_25,2024-02-15,2024-02-15,12826,credit,settled,settled_cash,no,outside request 90-day window
request_01,event_100,2024-02-14,2024-02-16,816.2,debit,cancelled,excluded_cancelled,no,outside request 90-day window
request_01,event_56,2024-02-16,2024-02-16,881.22,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_101,2024-02-16,2024-02-17,816.2,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_82,2024-02-17,2024-02-17,424.56,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_57,2024-02-23,2024-02-23,626.01,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_83,2024-02-24,2024-02-24,549.05,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_97,2024-02-25,2024-02-25,1216.17,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_58,2024-03-01,2024-03-01,964.05,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_32,2024-03-02,2024-03-02,5148,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_01,event_84,2024-03-02,2024-03-02,339.29,debit,settled,settled_cash,no,outside request 90-day window
request_01,event_102,2024-03-02,2024-03-05,567.6,debit,pending,reserve_pending_debit,yes (direct),eligible effective-date cash flow
request_01,event_103,2024-03-15,2024-03-15,23320,credit,scheduled,scheduled_cash,yes (direct),eligible effective-date cash flow
request_02,event_145,2025-02-10,2025-02-10,2477697.53,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_163,2025-02-11,2025-02-11,1373039.34,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_176,2025-02-12,2025-02-12,1166644.88,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_146,2025-02-20,2025-02-20,1667911.86,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_164,2025-02-25,2025-02-25,995704.83,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_147,2025-03-02,2025-03-02,1418745.34,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_105,2025-03-04,2025-03-04,3534000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_177,2025-03-05,2025-03-05,1101709.76,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_106,2025-03-07,2025-03-07,2143659.02,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_107,2025-03-08,2025-03-08,1132400,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_108,2025-03-09,2025-03-09,3040000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_109,2025-03-11,2025-03-11,1594883.08,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_165,2025-03-11,2025-03-11,1062246.98,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_148,2025-03-12,2025-03-12,1455258.76,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_111,2025-03-13,2025-03-13,369550,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_104,2025-03-15,2025-03-15,33345000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_110,2025-03-15,2025-03-15,1289187.4,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_149,2025-03-22,2025-03-22,1920485.7,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_166,2025-03-25,2025-03-25,1053078.61,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_178,2025-03-26,2025-03-26,935929.08,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_150,2025-04-01,2025-04-01,1630631.42,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_113,2025-04-04,2025-04-04,3534000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_114,2025-04-07,2025-04-07,2081730.85,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_115,2025-04-08,2025-04-08,1132400,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_167,2025-04-08,2025-04-08,1294200.86,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_116,2025-04-09,2025-04-09,3040000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_117,2025-04-11,2025-04-11,1467514.81,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_151,2025-04-11,2025-04-11,1664708.05,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_119,2025-04-13,2025-04-13,369550,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_112,2025-04-15,2025-04-15,33345000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_118,2025-04-15,2025-04-15,1367779.89,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_179,2025-04-16,2025-04-16,1271076.93,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_152,2025-04-21,2025-04-21,1478895.05,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_168,2025-04-22,2025-04-22,1440242.94,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_153,2025-05-01,2025-05-01,2192475.45,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_121,2025-05-04,2025-05-04,3534000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_169,2025-05-06,2025-05-06,1021628.43,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_122,2025-05-07,2025-05-07,1830311.06,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_180,2025-05-07,2025-05-07,971169.92,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_123,2025-05-08,2025-05-08,1132400,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_124,2025-05-09,2025-05-09,3040000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_125,2025-05-11,2025-05-11,1452405.16,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_154,2025-05-11,2025-05-11,1852958.27,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_127,2025-05-13,2025-05-13,369550,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_120,2025-05-15,2025-05-15,33345000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_126,2025-05-15,2025-05-15,1287628.28,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_170,2025-05-20,2025-05-20,1374936.26,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_155,2025-05-21,2025-05-21,2030400.43,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_181,2025-05-28,2025-05-28,1111388.15,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_156,2025-05-31,2025-05-31,1611886.08,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_171,2025-06-03,2025-06-03,1329347.44,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_129,2025-06-04,2025-06-04,3534000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_130,2025-06-07,2025-06-07,1981601.61,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_131,2025-06-08,2025-06-08,1132400,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_132,2025-06-09,2025-06-09,3040000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_157,2025-06-10,2025-06-10,2158165.32,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_133,2025-06-11,2025-06-11,1641668.72,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_135,2025-06-13,2025-06-13,369550,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_128,2025-06-15,2025-06-15,33345000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_134,2025-06-15,2025-06-15,1193699.1,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_172,2025-06-17,2025-06-17,1309608.46,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_182,2025-06-18,2025-06-18,947892.35,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_158,2025-06-20,2025-06-20,2222527.88,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_159,2025-06-30,2025-06-30,2079368.25,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_173,2025-07-01,2025-07-01,1111352.32,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_137,2025-07-04,2025-07-04,3534000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_138,2025-07-07,2025-07-07,2141849.94,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_139,2025-07-08,2025-07-08,1132400,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_140,2025-07-09,2025-07-09,3040000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_183,2025-07-09,2025-07-09,1043758.65,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_160,2025-07-10,2025-07-10,2218141.61,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_141,2025-07-11,2025-07-11,1538498.1,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_143,2025-07-13,2025-07-13,369550,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_136,2025-07-15,2025-07-15,33345000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_142,2025-07-15,2025-07-15,1352563.79,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_174,2025-07-15,2025-07-15,1327886.54,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_161,2025-07-20,2025-07-20,2365919.6,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_175,2025-07-29,2025-07-29,1062310.27,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_162,2025-07-30,2025-07-30,1913686.86,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_184,2025-07-30,2025-07-30,1204805.34,debit,settled,settled_cash,no,outside request 90-day window
request_02,event_144,2025-08-04,2025-08-04,3534000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_02,event_185,2025-08-04,2025-08-08,1651100,debit,pending,reserve_pending_debit,yes (direct),eligible effective-date cash flow
request_03,event_244,2019-03-09,2019-03-09,117456.78,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_217,2019-03-12,2019-03-12,159576.52,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_235,2019-03-13,2019-03-13,81510.25,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_218,2019-03-22,2019-03-22,234390.87,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_245,2019-03-30,2019-03-30,141412.46,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_219,2019-04-01,2019-04-01,230312.98,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_236,2019-04-03,2019-04-03,116319.21,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_187,2019-04-04,2019-04-04,1140000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_188,2019-04-08,2019-04-08,295330.29,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_190,2019-04-11,2019-04-11,117800,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_220,2019-04-11,2019-04-11,234602.65,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_189,2019-04-14,2019-04-14,20900,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_191,2019-04-14,2019-04-14,151493.37,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_186,2019-04-15,2019-04-15,4365000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_246,2019-04-20,2019-04-20,146236.28,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_221,2019-04-21,2019-04-21,209875.85,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_237,2019-04-24,2019-04-24,71790.29,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_222,2019-05-01,2019-05-01,178469.49,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_193,2019-05-04,2019-05-04,1140000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_194,2019-05-08,2019-05-08,290684.15,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_196,2019-05-11,2019-05-11,117800,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_223,2019-05-11,2019-05-11,180577.99,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_247,2019-05-11,2019-05-11,132247.64,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_195,2019-05-14,2019-05-14,20900,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_197,2019-05-14,2019-05-14,184274.02,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_192,2019-05-15,2019-05-15,4365000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_238,2019-05-15,2019-05-15,73531.06,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_224,2019-05-21,2019-05-21,155851.46,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_225,2019-05-31,2019-05-31,188355.72,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_248,2019-06-01,2019-06-01,158476.5,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_199,2019-06-04,2019-06-04,1140000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_239,2019-06-05,2019-06-05,106806.88,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_200,2019-06-08,2019-06-08,270537.63,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_226,2019-06-10,2019-06-10,166710.61,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_202,2019-06-11,2019-06-11,117800,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_201,2019-06-14,2019-06-14,20900,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_203,2019-06-14,2019-06-14,153395.26,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_198,2019-06-15,2019-06-15,4365000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_227,2019-06-20,2019-06-20,171495.67,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_249,2019-06-22,2019-06-22,175170.67,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_240,2019-06-26,2019-06-26,79693.97,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_228,2019-06-30,2019-06-30,145691.38,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_205,2019-07-04,2019-07-04,1140000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_206,2019-07-08,2019-07-08,303042.45,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_229,2019-07-10,2019-07-10,171259.18,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_208,2019-07-11,2019-07-11,117800,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_250,2019-07-13,2019-07-13,171303.21,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_207,2019-07-14,2019-07-14,20900,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_209,2019-07-14,2019-07-14,173930.81,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_204,2019-07-15,2019-07-15,4365000,credit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_241,2019-07-17,2019-07-17,83523.33,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_230,2019-07-20,2019-07-20,173004.74,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_231,2019-07-30,2019-07-30,214266.98,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_251,2019-08-03,2019-08-03,171191.99,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_212,2019-08-04,2019-08-04,1140000,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_242,2019-08-07,2019-08-07,99961.13,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_213,2019-08-08,2019-08-08,262344.55,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_232,2019-08-09,2019-08-09,221578.88,debit,settled,settled_cash,no,outside request 90-day window
request_03,event_215,2019-08-11,2019-08-11,117800,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_214,2019-08-14,2019-08-14,20900,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
request_03,event_216,2019-08-14,2019-08-14,180395.29,debit,settled,settled_cash,yes (recurrence source),historical/evidence source used to project recurring stream
